seed,combination,selected_structure_shortcut_only_label_AUC,max_abs_prediction_selected_structure_spearman,shortcut_safety_pass,shortcut_fields_used_as_model_inputs,prediction_spearman_selected_n_visits,prediction_spearman_used_images,prediction_spearman_image_padding_count,prediction_spearman_has_bio,prediction_spearman_bio_missing_count,prediction_spearman_report_length,prediction_spearman_reconstructable_visit_count,prediction_spearman_visit_report_coverage,prediction_spearman_dated_bio_visit_count,raw_n_visits_orientation_invariant_label_AUC_warning,raw_n_images_orientation_invariant_label_AUC_warning
0,C33,0.28338614757808966,0.11415525128754805,True,False,-0.042734705745854806,-0.042734705745854806,0.01616551759776218,0.0,-0.04009686270682378,-0.11415525128754805,-0.042734705745854806,0.0,-0.042734705745854806,0.9769126301493889,0.9418288818469895
42,C33,0.28338614757808966,0.1822654762171503,True,False,-0.11815418643738095,-0.11815418643738095,-0.08600683149100656,0.0,-0.06736272934746396,-0.1822654762171503,-0.11815418643738095,0.0,-0.11815418643738095,0.9769126301493889,0.9418288818469895
3407,C33,0.28338614757808966,0.13515837252127602,True,False,-0.07042451508486779,-0.07042451508486779,-0.0027151791693328714,0.0,-0.009623247049637709,-0.13515837252127602,-0.07042451508486779,0.0,-0.07042451508486779,0.9769126301493889,0.9418288818469895
