seed,selected_structure_shortcut_auc,raw_n_visits_orientation_invariant_label_auc_warning,raw_n_images_orientation_invariant_label_auc_warning,delta_spearman_selected_n_visits,delta_spearman_used_images,delta_spearman_image_padding_count,delta_spearman_has_bio,delta_spearman_bio_missing_count,delta_spearman_report_length,delta_spearman_raw_n_visits,delta_spearman_raw_n_images
0,0.32775011317338165,0.9769126301493889,0.9418288818469895,0.11377421659610695,0.11377421659610695,0.06317107604950756,,-0.01122712155791066,0.07417201327328912,-0.163140540460872,-0.15635353622840834
42,0.32775011317338165,0.9769126301493889,0.9418288818469895,0.18473872796277563,0.18473872796277563,0.14537979563890396,,-0.02405811762409427,0.21769695421171584,0.16199931749295782,0.1493803782860449
3407,0.32775011317338165,0.9769126301493889,0.9418288818469895,0.06515955133730898,0.06515955133730898,0.060989515907673625,,-0.06736272934746396,0.02689150919571227,0.15888618545123281,0.10486501108967085
