seed,c17_auc,c27_auc,c30_auc,c30_minus_c17_auc,c30_minus_c27_auc
0,0.8700769578995021,0.901765504753282,0.8972385694884563,0.027161611588954138,-0.004526935264825727
42,0.8768673607967407,0.8714350384789498,0.866002716161159,-0.010864644635581677,-0.005432322317790783
3407,0.8619284744228157,0.8736985061113627,0.8718877320054323,0.00995925758261662,-0.001810774105930335
