seed,selected_structure_shortcut_auc,c30_prob_spearman_selected_n_visits,c30_prob_spearman_used_images,c30_prob_spearman_image_padding_count,c30_prob_spearman_has_bio,c30_prob_spearman_bio_missing_count,c30_prob_spearman_report_length,c30_prob_spearman_reconstructable_visit_count,c30_prob_spearman_visit_report_coverage,c30_prob_spearman_dated_bio_visit_count,max_abs_c30_prediction_selected_structure_spearman,raw_n_visits_orientation_invariant_label_auc_warning,raw_n_images_orientation_invariant_label_auc_warning
0,0.28338614757808966,-0.08309942781047232,-0.08309942781047232,-0.0046927085065348465,0.0,-0.04330461172336969,-0.13728975221303721,-0.08309942781047232,0.0,-0.08309942781047232,0.13728975221303721,0.9769126301493889,0.9418288818469895
42,0.28338614757808966,-0.12508413872049254,-0.12508413872049254,-0.08550460181806638,0.0,-0.1154789645956525,-0.19610860668974156,-0.12508413872049254,0.0,-0.12508413872049254,0.19610860668974156,0.9769126301493889,0.9418288818469895
3407,0.28338614757808966,-0.09922431678091595,-0.09922431678091595,-0.025723576060905064,0.0,0.025661992132367216,-0.15957892627772619,-0.09922431678091595,0.0,-0.09922431678091595,0.15957892627772619,0.9769126301493889,0.9418288818469895
