seed,epoch,train_bce_loss,val_auc,val_sensitivity,val_specificity,val_balanced_accuracy,val_positive_probability_mean,val_negative_probability_mean,val_positive_negative_gap,adapter_delta_abs_mean,adapter_delta_abs_std,adapter_delta_abs_max,adapter_near_bound_fraction,adapter_delta_positive_mean,adapter_delta_negative_mean,text_token_norm_before_mean,text_token_norm_after_mean,text_token_cosine_before_after,padding_delta_abs_max,pairwise_inversion_count,selected_by_val_auc
42,2,0.4259849873599627,0.860570393843368,0.8085106382978723,0.7872340425531915,0.7978723404255319,0.6968133963168935,0.2925677230442933,0.4042456732726002,0.0033783606535933,0.0005033036337182,0.031348880380392,0.0,0.0032754463906538,0.0034812749165328,16.01164533736858,16.009526191873753,0.9999901963041185,0.0,308,False
42,3,0.4235807904443204,0.8587596197374378,0.8085106382978723,0.8085106382978723,0.8085106382978723,0.6881175798938629,0.2871937986780354,0.4009237812158275,0.0041912776873783,0.0007067174599466,0.0481903553009033,0.0,0.0040375875665786,0.0043449678081781,16.01164533736858,16.008518726267713,0.999982681680233,0.0,312,False
42,4,0.4212275015695995,0.8583069262109552,0.7872340425531915,0.8085106382978723,0.7978723404255319,0.6812583116140771,0.2814554980302111,0.399802813583866,0.0054111184051973,0.000926900506074,0.0625001862645149,0.0,0.0052205275328076,0.005601709277587,16.01164533736858,16.007419697781827,0.9999694811536912,0.0,313,False
42,5,0.4194014456789225,0.8587596197374378,0.7659574468085106,0.8085106382978723,0.7872340425531914,0.6666867511069521,0.2688924439370315,0.3977943071699206,0.0063621747812771,0.0010315150487967,0.0717307329177856,0.0,0.0061553528314416,0.0065689967311126,16.01164533736858,16.006666142889795,0.9999565348980276,0.0,312,False
42,6,0.4153024780730538,0.8483476686283387,0.8297872340425532,0.7659574468085106,0.7978723404255319,0.7154542416968244,0.3125207604087414,0.402933481288083,0.0096692350058955,0.0014638689838979,0.0847093611955642,0.0,0.009437349585301,0.0099011204264899,16.01164533736858,16.005167474137977,0.999907450473055,0.0,335,False
42,7,0.4151662752427013,0.8483476686283387,0.8085106382978723,0.7872340425531915,0.7978723404255319,0.7022514213272866,0.2995225845023672,0.4027288368249193,0.011273630751059,0.0015213193873871,0.0901076421141624,0.0,0.0110536828597492,0.0114935786423689,16.01164533736858,16.00425603541922,0.9998745892910248,0.0,335,False
42,8,0.4124801752484397,0.8492530556813037,0.7659574468085106,0.8085106382978723,0.7872340425531914,0.6798153684494344,0.2781183696847329,0.4016969987647014,0.0124848255729104,0.0015552159436411,0.0924489051103591,0.0,0.0122957906705584,0.0126738604752624,16.01164533736858,16.003384843785714,0.9998455485130878,0.0,333,False
42,9,0.4113040531411865,0.8497057492077864,0.7872340425531915,0.7872340425531915,0.7872340425531915,0.6929652272386754,0.290054264617093,0.4029109626215823,0.0141049121565958,0.0016324462125258,0.0947272554039955,0.0,0.0139274195510339,0.0142824047621577,16.01164533736858,16.00276593959078,0.9998070940058282,0.0,332,False
3407,1,0.4741248239744578,0.8718877320054323,0.8085106382978723,0.7872340425531915,0.7978723404255319,0.6919040413613015,0.2661301197801181,0.4257739215811833,0.0013202503918016,8.783202737602656e-05,0.0125637417659163,0.0,0.0013035774637172,0.001336923319886,16.006385437985685,16.005798948572036,0.9999985365157432,0.0,283,True
3407,2,0.4724786608720457,0.8700769578995021,0.8085106382978723,0.7872340425531915,0.7978723404255319,0.6826432816525723,0.2625754462119112,0.420067835440661,0.0026356685099172,0.000161346423224,0.0303193368017673,0.0,0.0026602960003421,0.0026110410194923,16.006385437985685,16.00526334884319,0.9999931651227018,0.0,287,False
3407,3,0.468156775299287,0.8682661837935718,0.8085106382978723,0.7659574468085106,0.7872340425531914,0.6959116848859381,0.2830303170262499,0.4128813678596882,0.0054499467121476,0.0003965829046188,0.0574849620461463,0.0,0.0055331872142058,0.0053667062100894,16.006385437985685,16.00447835313513,0.9999713415795184,0.0,291,False
3407,4,0.4691850660948564,0.8660027161611589,0.7872340425531915,0.7659574468085106,0.7765957446808511,0.694078894847251,0.2859309732398771,0.4081479216073739,0.0071644748590807,0.0005791143384471,0.0722135081887245,0.0,0.0073103815455861,0.0070185681725753,16.006385437985685,16.004160028822877,0.999948391889004,0.0,296,False
3407,5,0.4634087477002712,0.8619284744228157,0.7659574468085106,0.7872340425531915,0.7765957446808511,0.6616457397950456,0.2594186889919195,0.4022270508031261,0.008679707286919,0.0007319918266652,0.0800091102719307,0.0,0.0088532239079792,0.0085061906658588,16.006385437985685,16.00324535369873,0.999919817168662,0.0,305,False
3407,6,0.4610639603327441,0.8614757808963331,0.7659574468085106,0.7872340425531915,0.7765957446808511,0.6693192905885108,0.2672681729804645,0.4020511176080463,0.0103540055978884,0.0008094725859126,0.0847771689295768,0.0,0.0105152687335267,0.0101927424622501,16.006385437985685,16.002397243012773,0.999888298993415,0.0,306,False
3407,7,0.459608980485343,0.8583069262109552,0.7659574468085106,0.7659574468085106,0.7659574468085106,0.6959913288976284,0.2952573407401747,0.4007339881574537,0.0127812922595346,0.0009891495010779,0.0908038616180419,0.0,0.0129217961803078,0.0126407883387613,16.006385437985685,16.00149621354773,0.999836489241174,0.0,313,False
3407,8,0.4600352300516027,0.85740153915799,0.7659574468085106,0.7659574468085106,0.7659574468085106,0.6746847027159751,0.2713561072905964,0.4033285954253787,0.0131207095221319,0.0011003790611943,0.0914863124489784,0.0,0.0131681821645891,0.0130732368796746,16.006385437985685,16.001017976314465,0.999824028699956,0.0,315,False
3407,9,0.4574101343010829,0.8564961521050248,0.7659574468085106,0.7659574468085106,0.7659574468085106,0.6866195046521247,0.2863267318325791,0.4002927728195456,0.015370586728479,0.0013434138827509,0.0950610935688018,1.5681453465305745e-07,0.0153557615196134,0.0153854119373445,16.006385437985685,15.999925065547862,0.9997658875394376,0.0,317,False
