split,n,n_positive,n_negative,auc_if_defined,auprc_if_defined,accuracy_at_0p5,sensitivity_at_0p5,specificity_at_0p5,f1_at_0p5,mean_pred_prob,mean_pred_prob_positive,mean_pred_prob_negative,positive_negative_gap,false_negative_count,false_positive_count,warning
val,94,47,47,0.7935717519239474,0.8055238953461094,0.6808510638297872,0.574468085106383,0.7872340425531915,0.6428571428571429,0.45914884347547874,0.561493363469205,0.3568043234817525,0.20468903998745247,20,10,
test_reporting_only,84,42,42,0.7817460317460317,0.7982006631753877,0.6904761904761905,0.7142857142857143,0.6666666666666666,0.6976744186046512,0.49617305894692737,0.5924553878250576,0.39989073006879716,0.19256465775626042,12,14,
