split,AUC_mean,AUC_std,AUPRC_mean,AUPRC_std,ACC_mean,ACC_std,F1_mean,F1_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Recall_mean,Recall_std,Balanced_ACC_mean,Balanced_ACC_std,text_morphology_auc_mean,text_morphology_auc_std,text_morphology_acc_mean,text_morphology_acc_std,valid_text_morphology_count_mean,valid_text_morphology_count_std,mean_text_morphology_confidence_mean,mean_text_morphology_confidence_std,image_morphology_auc_mean,image_morphology_auc_std,image_morphology_acc_mean,image_morphology_acc_std,valid_image_morphology_count_mean,valid_image_morphology_count_std,mean_image_morphology_confidence_mean,mean_image_morphology_confidence_std
val,0.7935717519239474,0.0,0.8055238953461094,0.0,0.6808510638297872,0.0,0.6428571428571429,0.0,0.574468085106383,0.0,0.7872340425531915,0.0,0.7297297297297297,0.0,0.574468085106383,0.0,0.6808510638297873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7817460317460317,0.0,0.7982006631753877,0.0,0.6904761904761905,0.0,0.6976744186046512,0.0,0.7142857142857143,0.0,0.6666666666666666,0.0,0.6818181818181818,0.0,0.7142857142857143,0.0,0.6904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
