seed,modality,parameter_count,relative_drift_mean,relative_drift_median,relative_drift_maximum,selected_epoch_gradient_norm,representation_cosine_mean,representation_cosine_minimum,representation_l2_delta_mean,representation_l2_delta_maximum,health_pass
0,image,397056,0.017255587560972133,0.0037209415424996,0.0666634097214602,0.5144226016802325,0.9993039680288193,0.9991976022720336,0.5976416195960755,0.6421984434127808,True
0,text,397313,0.006461776359406794,0.0001278791960973,0.0485330260801484,6.392905649913666,0.998877872177895,0.99795264005661,0.5826620323226807,0.8747109174728394,True
0,bio,199424,0.006991769092556122,0.00189686936946635,0.0387824829258864,0.5440950098852902,0.9997981957932736,0.9996908903121948,0.22051592821136434,0.226345881819725,True
42,image,397056,0.012767623938786252,0.002855156451857,0.0425748643264573,1.131661324019236,0.9990155715891655,0.9985299110412598,0.7024406778051498,0.8701071739196777,True
42,text,397313,0.005359385252171093,0.0001163414092711,0.032267681189552,6.714356716161827,0.99927153295659,0.9985918998718262,0.44290626477053824,0.591500461101532,True
42,bio,199424,0.010626825688873536,0.0017913521293827,0.0490071264367467,0.8903685858661188,0.9997155875601667,0.9994711875915528,0.26899150235855834,0.2980278432369232,True
3407,image,397056,0.013011034768998083,0.00338475134212,0.0495175559973938,0.956607833398756,0.9988655187982194,0.997782826423645,0.731172095270867,1.0669515132904053,True
3407,text,397313,0.0050777650589408935,0.0001207337108093,0.0318904335117548,6.232114523923831,0.9995861605126807,0.9990087747573853,0.36223263880039785,0.584995687007904,True
3407,bio,199424,0.005727026401700439,0.0010178000124714001,0.0311152611991414,0.7583210953371605,0.9998403762249236,0.9998031854629515,0.1914846732261333,0.196549043059349,True
