seed,combination,selected_structure_shortcut_only_label_AUC,max_abs_prediction_selected_structure_spearman,shortcut_safety_pass,shortcut_fields_used_as_model_inputs,prediction_spearman_selected_n_visits,prediction_spearman_used_images,prediction_spearman_image_padding_count,prediction_spearman_has_bio,prediction_spearman_bio_missing_count,prediction_spearman_report_length,prediction_spearman_reconstructable_visit_count,prediction_spearman_visit_report_coverage,prediction_spearman_dated_bio_visit_count,raw_n_visits_orientation_invariant_label_AUC_warning,raw_n_images_orientation_invariant_label_AUC_warning
0,C32,0.28338614757808966,0.12567915165486698,True,False,-0.05830459853778085,-0.05830459853778085,0.00371963851521324,0.0,-0.03528523918200493,-0.12567915165486698,-0.05830459853778085,0.0,-0.05830459853778085,0.9769126301493889,0.9418288818469895
42,C32,0.28338614757808966,0.18849343992663553,True,False,-0.12196416020342066,-0.12196416020342066,-0.07892853203800583,0.0,-0.08981697246328528,-0.18849343992663553,-0.12196416020342066,0.0,-0.12196416020342066,0.9769126301493889,0.9418288818469895
3407,C32,0.28338614757808966,0.17228050423744198,True,False,-0.10451928032190816,-0.10451928032190816,-0.019084727571727002,0.0,0.02405811762409427,-0.17228050423744198,-0.10451928032190816,0.0,-0.10451928032190816,0.9769126301493889,0.9418288818469895
