seed,c17_tp_to_c27_fn,c17_fn_to_c27_tp,c17_tn_to_c27_fp,c17_fp_to_c27_tn,c17_sensitivity,c27_sensitivity,sensitivity_difference_vs_c17,c17_positive_probability_mean,c27_positive_probability_mean,positive_probability_difference_vs_c17
0,5,10,5,4,0.7446808510638298,0.851063829787234,0.1063829787234043,0.6138404977131398,0.7288978841710598,0.11505738645792007
42,8,1,1,3,0.8723404255319149,0.723404255319149,-0.14893617021276595,0.7283178740676414,0.6565118013544285,-0.07180607271321282
3407,4,5,3,4,0.7872340425531915,0.8085106382978723,0.02127659574468077,0.6437830850481987,0.6831299917812043,0.03934690673300556
