seed,selected_structure_shortcut_auc,final_prob_spearman_selected_n_visits,final_prob_spearman_used_images,final_prob_spearman_image_padding_count,final_prob_spearman_has_bio,final_prob_spearman_bio_missing_count,final_prob_spearman_report_length,final_prob_spearman_reconstructable_visit_count,final_prob_spearman_visit_report_coverage,final_prob_spearman_dated_bio_visit_count,max_abs_final_prob_selected_structure_spearman,raw_n_visits_orientation_invariant_label_auc_warning,raw_n_images_orientation_invariant_label_auc_warning
0,0.28338614757808966,-0.08593440828992707,-0.08593440828992707,-0.008584988471821275,0.0,-0.04330461172336969,-0.13841685469410417,-0.08593440828992707,0.0,-0.08593440828992707,0.13841685469410417,0.9769126301493889,0.9418288818469895
42,0.28338614757808966,-0.12238415731148802,-0.12238415731148802,-0.08272664393961598,0.0,-0.11066734107083365,-0.19155684667004821,-0.12238415731148802,0.0,-0.12238415731148802,0.19155684667004821,0.9769126301493889,0.9418288818469895
3407,0.28338614757808966,-0.09724433041431264,-0.09724433041431264,-0.02440522316943708,0.0,0.02405811762409427,-0.15715132093388975,-0.09724433041431264,0.0,-0.09724433041431264,0.15715132093388975,0.9769126301493889,0.9418288818469895
