seed,c13_auc,c17_auc,c26sm_auc,c27_auc,c27_minus_c17_auc,c27_minus_c26sm_auc
0,0.8655500226346763,0.8700769578995021,0.8736985061113626,0.901765504753282,0.031688546853779864,0.028066998641919416
42,0.8746038931643277,0.8768673607967407,0.876414667270258,0.8714350384789498,-0.005432322317790894,-0.004979628791308199
3407,0.8592123132639203,0.8619284744228157,0.8605703938433681,0.8736985061113627,0.011770031688546956,0.013128112267994596
