seed_left,seed_right,patient_state_linear_cka,patient_state_distance_spearman,patient_state_knn_jaccard,final_probability_spearman,mechanism_state_norm_spearman,temporal_weight_spearman,conflict_scalar_spearman
0,42,0.8143873260658605,0.7663390893523602,0.28434839428845093,0.856677383231586,0.9781822965948214,0.8953785670322729,0.9904265322264113
0,3407,0.7277103295166931,0.6312263775838156,0.24338530169009057,0.8513166925549974,0.9418426565529961,0.8572036522597714,0.9798137934549518
42,3407,0.7821508093683817,0.6962588906593259,0.3377198649084559,0.9248636347216701,0.9586692679567951,0.9368682255181108,0.9922656428717124
