seed,mean_delta,std_delta,min_delta,max_delta,fraction_near_negative_bound,fraction_near_positive_bound,nonzero_variance
0,0.01277687734917445,0.04130073897654817,-0.074736438691616,0.1210432276129722,0.0,0.0,True
42,-0.015776416698459524,0.012571081323826446,-0.0466332137584686,-0.0001248011103598,0.0,0.0,True
3407,-0.0002290418659036086,0.006015593528957841,-0.0223379489034414,0.0119815841317176,0.0,0.0,True
