split,AUC_mean,AUC_std,AUPRC_mean,AUPRC_std,ACC_mean,ACC_std,F1_mean,F1_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Recall_mean,Recall_std,Balanced_ACC_mean,Balanced_ACC_std,text_morphology_auc_mean,text_morphology_auc_std,text_morphology_acc_mean,text_morphology_acc_std,valid_text_morphology_count_mean,valid_text_morphology_count_std,mean_text_morphology_confidence_mean,mean_text_morphology_confidence_std,image_morphology_auc_mean,image_morphology_auc_std,image_morphology_acc_mean,image_morphology_acc_std,valid_image_morphology_count_mean,valid_image_morphology_count_std,mean_image_morphology_confidence_mean,mean_image_morphology_confidence_std
val,0.8664554096876415,0.0077356303714961,0.8570449989296317,0.0049193061227213,0.75177304964539,0.0585911760349585,0.7177767033992964,0.0910015272975777,0.652482269503546,0.156832229698553,0.8510638297872339,0.0425531914893617,0.8152777777777779,0.016839382851364,0.652482269503546,0.156832229698553,0.75177304964539,0.0585911760349585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8459939531368104,0.0076966787053727,0.8170603967269411,0.0073991034343803,0.7579365079365079,0.0068732174903526,0.7477325810659144,0.022335208736565,0.7222222222222223,0.0836162996258153,0.7936507936507936,0.0836162996258153,0.7840370680044594,0.0538584554095346,0.7222222222222223,0.0836162996258153,0.7579365079365079,0.0068732174903526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
