split,AUC_mean,AUC_std,AUPRC_mean,AUPRC_std,ACC_mean,ACC_std,F1_mean,F1_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Recall_mean,Recall_std,Balanced_ACC_mean,Balanced_ACC_std,text_morphology_auc_mean,text_morphology_auc_std,text_morphology_acc_mean,text_morphology_acc_std,valid_text_morphology_count_mean,valid_text_morphology_count_std,mean_text_morphology_confidence_mean,mean_text_morphology_confidence_std,image_morphology_auc_mean,image_morphology_auc_std,image_morphology_acc_mean,image_morphology_acc_std,valid_image_morphology_count_mean,valid_image_morphology_count_std,mean_image_morphology_confidence_mean,mean_image_morphology_confidence_std
val,0.7630903878074543,0.017979020381598362,0.7793571015980595,0.025149582645287667,0.6276595744680851,0.08308776250964527,0.6774336946799293,0.03699312106136767,0.7872340425531915,0.18178731373016027,0.46808510638297873,0.3275490280498011,0.6204363919735046,0.09364299665710533,0.7872340425531915,0.18178731373016027,0.6276595744680851,0.08308776250964527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7509448223733938,0.02494545788875065,0.696257253269264,0.03615466655060236,0.6547619047619048,0.10581183830137608,0.7168250220198272,0.03393806871432292,0.8571428571428572,0.11904761904761901,0.4523809523809524,0.3273268353539886,0.6333132409081776,0.10986529072500867,0.8571428571428572,0.11904761904761901,0.6547619047619048,0.10581183830137608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
