split,n,n_positive,n_negative,auc_if_defined,auprc_if_defined,accuracy_at_0p5,sensitivity_at_0p5,specificity_at_0p5,f1_at_0p5,mean_pred_prob,mean_pred_prob_positive,mean_pred_prob_negative,positive_negative_gap,false_negative_count,false_positive_count,warning
val,282,141,141,0.7015240682058247,0.6992172767072335,0.6276595744680851,0.7872340425531915,0.46808510638297873,0.6788990825688074,0.5886331465597271,0.6653154803083298,0.5119508128111244,0.15336466749720534,30,75,
test_reporting_only,252,126,126,0.6963340891912322,0.6496856468502858,0.6547619047619048,0.8571428571428571,0.4523809523809524,0.712871287128713,0.6036653123234236,0.6784417483778227,0.5288888762690245,0.1495528721087982,18,69,
