seed,split,best_epoch,AUC,AUPRC,ACC,F1,Sensitivity,Specificity,Precision,Recall,Balanced_ACC,TN,FP,FN,TP,loss,cls_loss,positive_prob_mean,negative_prob_mean,pos_neg_gap,pred_prob_mean,pred_prob_std,text_morphology_loss,valid_text_morphology_count,mean_text_morphology_confidence,text_morphology_auc,text_morphology_acc,image_morphology_loss,valid_image_morphology_count,mean_image_morphology_confidence,image_morphology_auc,image_morphology_acc
0,val,16,0.8655500226346763,0.8614940382510322,0.7127659574468085,0.6493506493506493,0.5319148936170213,0.8936170212765957,0.8333333333333334,0.5319148936170213,0.7127659574468085,42,5,22,25,0.5322468982388576,0.5322468982388576,0.5180021523636706,0.2238480996816082,0.2941540526820624,0.37092512602263944,0.2383275161210884,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
0,test,16,0.854875283446712,0.8187733853895712,0.7619047619047619,0.7297297297297298,0.6428571428571429,0.8809523809523809,0.84375,0.6428571428571429,0.7619047619047619,37,5,15,27,0.5146896079892204,0.5146896079892204,0.5363776627041045,0.2522962689621463,0.2840813937419582,0.3943369658331254,0.23371349925842358,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
42,val,17,0.8746038931643277,0.8578789281513747,0.8191489361702128,0.8210526315789474,0.8297872340425532,0.8085106382978723,0.8125,0.8297872340425532,0.8191489361702127,38,9,8,39,0.45297645311802626,0.45297645311802626,0.7104305995905653,0.30646478368880903,0.4039658159017563,0.5084476916396872,0.3087171688801939,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
42,test,17,0.8418367346938775,0.8089550415186375,0.7619047619047619,0.7727272727272727,0.8095238095238095,0.7142857142857143,0.7391304347826086,0.8095238095238095,0.7619047619047619,30,12,8,34,0.4963361415125075,0.4963361415125075,0.7307379181895938,0.3380607344609286,0.39267718372866517,0.5343993263252612,0.32944773542522643,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
3407,val,15,0.8592123132639203,0.8517620303864883,0.723404255319149,0.6829268292682927,0.5957446808510638,0.851063829787234,0.8,0.5957446808510638,0.7234042553191489,40,7,19,28,0.5027079855402311,0.5027079855402311,0.5765671542588067,0.24087334035875949,0.33569381390004716,0.4087202473087831,0.27088453762461606,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
3407,test,15,0.8412698412698412,0.8234527632726145,0.75,0.7407407407407408,0.7142857142857143,0.7857142857142857,0.7692307692307693,0.7142857142857143,0.75,33,9,12,30,0.5030260930458704,0.5030260930458704,0.6202274404820942,0.2825975019839548,0.33762993849813944,0.45141247123302447,0.2935922196703779,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
