split,n,n_positive,n_negative,auc_if_defined,auprc_if_defined,accuracy_at_0p5,sensitivity_at_0p5,specificity_at_0p5,f1_at_0p5,mean_pred_prob,mean_pred_prob_positive,mean_pred_prob_negative,positive_negative_gap,false_negative_count,false_positive_count,warning
val,282,141,141,0.8580554298073538,0.8422003741522256,0.75177304964539,0.6524822695035462,0.851063829787234,0.7244094488188977,0.4293643549903699,0.6016666354043475,0.25706207457639224,0.34460456082795526,49,21,
test_reporting_only,252,126,126,0.8378684807256236,0.7953704197729623,0.7579365079365079,0.7222222222222222,0.7936507936507936,0.7489711934156379,0.460049587797137,0.6291143404585975,0.2909848351356766,0.3381295053229209,35,26,
