split,AUC_mean,AUC_std,AUPRC_mean,AUPRC_std,ACC_mean,ACC_std,F1_mean,F1_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Recall_mean,Recall_std,Balanced_ACC_mean,Balanced_ACC_std,text_morphology_auc_mean,text_morphology_auc_std,text_morphology_acc_mean,text_morphology_acc_std,valid_text_morphology_count_mean,valid_text_morphology_count_std,mean_text_morphology_confidence_mean,mean_text_morphology_confidence_std,image_morphology_auc_mean,image_morphology_auc_std,image_morphology_acc_mean,image_morphology_acc_std,valid_image_morphology_count_mean,valid_image_morphology_count_std,mean_image_morphology_confidence_mean,mean_image_morphology_confidence_std
val,0.8664554096876415,0.007735630371496172,0.8570449989296317,0.004919306122721324,0.75177304964539,0.05859117603495854,0.7177767033992964,0.09100152729757778,0.652482269503546,0.15683222969855304,0.8510638297872339,0.04255319148936171,0.8152777777777779,0.016839382851364083,0.652482269503546,0.15683222969855304,0.75177304964539,0.0585911760349585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8459939531368104,0.007696678705372799,0.8170603967269411,0.007399103434380352,0.7579365079365079,0.006873217490352664,0.7477325810659144,0.02233520873656502,0.7222222222222223,0.08361629962581536,0.7936507936507936,0.08361629962581538,0.7840370680044594,0.05385845540953465,0.7222222222222223,0.08361629962581536,0.7579365079365079,0.006873217490352664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
