route,final_status,allowed_next_step,c15_authorized,reproduction_pass_all_seeds,total_pairwise_rows,total_inversion_rows,all_seed_inversion_pairs,majority_seed_inversion_pairs,single_seed_inversion_pairs,decision_basis
HARD_PATIENT_SUBGROUP_FAILURE,C14C_HARD_SUBGROUP_STOP,MORE_ANALYSIS_ONLY,0,1,6627,885,215,75,90,"{""fusion_interaction_fraction"": 0.08553459119496855, ""fusion_margin_means"": [-0.7262771141070586, -1.0607832556997892, -0.8567424396246565], ""fusion_margin_negative_seed_count"": 3, ""image_margin_means"": [-0.1641098655617008, -0.11839184983546147, -0.12391641076427207], ""image_margin_negative_seed_count"": 3, ""image_opposed_fraction"": 0.28553459119496855, ""image_repair_means"": [-0.7960348729903881, -1.0353188159060664, -0.901845560065307], ""image_repair_positive_seed_count"": 0, ""majority_inversion_pairs"": 75, ""stable_inversion_pairs"": 215, ""text_driven_fraction"": 0.6289308176100629, ""text_margin_means"": [-0.035670436381434016, -0.005998677930620033, -0.03332760452716795], ""text_margin_nonpositive_seed_count"": 3, ""top5_patient_inversion_share"": 0.5932203389830508}"
