seed_left,seed_right,final_mechanism_linear_cka,final_mechanism_distance_spearman,final_mechanism_knn_jaccard,final_probability_spearman,delta_logit_spearman,node_weight_spearman
0,42,0.3047956522052234,0.29512211234963215,0.20508342596808443,0.94988982407976,-0.2386663295163096,-0.3179357496644948
0,3407,0.296589879379036,0.2829456461786371,0.1908207105163827,0.9374923238088355,-0.19209623234476028,-0.04404385314308098
42,3407,0.7671600329921316,0.8215165909957641,0.42668681855000284,0.9623595708557596,0.7862081421811218,0.3863769676799612
