seed,c17_auc,c26sm_auc,c26sm_minus_c17_auc,c22_auc,c26sm_minus_c22_auc
0,0.8700769578995021,0.8736985061113626,0.003621548211860448,0.870076957899502,0.003621548211860559
42,0.8768673607967407,0.876414667270258,-0.0004526935264826948,0.8755092802172929,0.0009053870529650565
3407,0.8619284744228157,0.8605703938433681,-0.0013580805794476403,0.8578542326844726,0.0027161611588955026
