seed,original_c17_propagation_aggregation_parameters,c26sm_stable_mixer_parameters,stable_over_original_ratio
0,1453320,134663,0.0926588776043817
42,1453320,134663,0.0926588776043817
3407,1453320,134663,0.0926588776043817
