seed,selected_structure_shortcut_auc,raw_n_visits_orientation_invariant_label_auc_warning,raw_n_images_orientation_invariant_label_auc_warning,delta_spearman_selected_n_visits,delta_spearman_used_images,delta_spearman_image_padding_count,delta_spearman_has_bio,delta_spearman_bio_missing_count,delta_spearman_report_length,delta_spearman_raw_n_visits,delta_spearman_raw_n_images
0,0.2829334540516071,0.9769126301493889,0.9418288818469895,0.20507858791060968,0.20507858791060968,0.12897885788195107,,0.2405811762409427,0.09739321438962961,-0.31444186305732835,-0.27926629531205927
42,0.2829334540516071,0.9769126301493889,0.9418288818469895,0.35332256716167426,0.35332256716167426,0.2213734230256656,,0.14434870574456563,0.39071441007139385,0.4469945226094807,0.37252143244167474
3407,0.2829334540516071,0.9769126301493889,0.9418288818469895,0.11098423580680228,0.11098423580680228,0.06937047357486295,,0.18604944295966236,0.1472530491450327,0.4294880070132464,0.3314709435174917
